00000002,7640,2024-11-26 01:00:00
00000003,7534,2024-11-26 01:00:00
00000004,8210,2024-11-26 01:00:00
00000005,7595,2024-11-26 01:00:00
00000001,8335,2024-11-26 02:00:00
00000002,7950,2024-11-26 02:00:00
00000003,7749,2024-11-26 02:00:00
00000004,8654,2024-11-26 02:00:00
00000005,8162,2024-11-26 02:00:00
00000001,8920,2024-11-26 03:00:00
00000002,8343,2024-11-26 03:00:00
00000003,8052,2024-11-26 03:00:00
00000004,9041,2024-11-26 03:00:00
00000005,8486,2024-11-26 03:00:00
00000001,9127,2024-11-26 04:00:00
00000002,8792,2024-11-26 04:00:00
00000003,8482,2024-11-26 04:00:00
00000004,9567,2024-11-26 04:00:00
00000005,8719,2024-11-26 04:00:00
00000001,9482,2024-11-26 05:00:00
00000002,9172,2024-11-26 05:00:00
00000003,8860,2024-11-26 05:00:00
00000004,10030,2024-11-26 05:00:00
00000005,9190,2024-11-26 05:00:00
00000001,9821,2024-11-26 06:00:00
00000002,9542,2024-11-26 06:00:00
00000003,9247,2024-11-26 06:00:00
00000004,10383,2024-11-26 06:00:00
00000005,9431,2024-11-26 06:00:00
00000001,10229,2024-11-26 07:00:00
00000002,9759,2024-11-26 07:00:00
00000003,9580,2024-11-26 07:00:00
00000004,10717,2024-11-26 07:00:00
00000005,9975,2024-11-26 07:00:00
00000001,10495,2024-11-26 08:00:00
00000002,10217,2024-11-26 08:00:00
00000003,9972,2024-11-26 08:00:00
00000004,10967,2024-11-26 08:00:00
00000005,10519,2024-11-26 08:00:00
00000001,10903,2024-11-26 09:00:00
00000002,10740,2024-11-26 09:00:00
00000003,10212,2024-11-26 09:00:00
00000004,11491,2024-11-26 09:00:00
00000005,11087,2024-11-26 09:00:00
00000001,11441,2024-11-26 10:00:00
00000002,11113,2024-11-26 10:00:00
00000003,10630,2024-11-26 10:00:00
00000004,11978,2024-11-26 10:00:00
00000005,11527,2024-11-26 10:00:00
00000001,12036,2024-11-26 11:00:00
00000002,11551,2024-11-26 11:00:00
00000003,11181,2024-11-26 11:00:00
00000004,12472,2024-11-26 11:00:00
00000005,11845,2024-11-26 11:00:00
00000001,12415,2024-11-26 12:00:00
00000002,11833,2024-11-26 12:00:00
00000003,11585,2024-11-26 12:00:00
00000004,12737,2024-11-26 12:00:00
00000005,12205,2024-11-26 12:00:00
00000001,12886,2024-11-26 13:00:00
00000002,12365,2024-11-26 13:00:00
00000003,12044,2024-11-26 13:00:00
00000004,13335,2024-11-26 13:00:00
00000005,12525,2024-11-26 13:00:00
00000001,13373,2024-11-26 14:00:00
00000002,12624,2024-11-26 14:00:00
00000003,12608,2024-11-26 14:00:00
00000004,13604,2024-11-26 14:00:00
00000005,12813,2024-11-26 14:00:00
00000001,13714,2024-11-26 15:00:00
00000002,13193,2024-11-26 15:00:00
00000003,12945,2024-11-26 15:00:00
00000004,14000,2024-11-26 15:00:00
00000005,13246,2024-11-26 15:00:00
00000001,14109,2024-11-26 16:00:00
00000002,13562,2024-11-26 16:00:00
00000003,13386,2024-11-26 16:00:00
00000004,14218,2024-11-26 16:00:00
00000005,13827,2024-11-26 16:00:00
00000001,14546,2024-11-26 17:00:00
00000002,13820,2024-11-26 17:00:00
00000003,13737,2024-11-26 17:00:00
00000004,14576,2024-11-26 17:00:00
00000005,14102,2024-11-26 17:00:00
00000001,15104,2024-11-26 18:00:00
00000002,14104,2024-11-26 18:00:00
00000003,13983,2024-11-26 18:00:00
00000004,14915,2024-11-26 18:00:00
00000005,14666,2024-11-26 18:00:00
00000001,15377,2024-11-26 19:00:00
00000002,14403,2024-11-26 19:00:00
00000003,14187,2024-11-26 19:00:00
00000004,15172,2024-11-26 19:00:00
00000005,15086,2024-11-26 19:00:00
00000001,15943,2024-11-26 20:00:00
00000002,14627,2024-11-26 20:00:00
00000003,14778,2024-11-26 20:00:00
00000004,15580,2024-11-26 20:00:00
00000005,15523,2024-11-26 20:00:00
00000001,16419,2024-11-26 21:00:00
00000002,15135,2024-11-26 21:00:00
00000003,15304,2024-11-26 21:00:00
00000004,16000,2024-11-26 21:00:00
00000005,15921,2024-11-26 21:00:00
00000001,16824,2024-11-26 22:00:00
00000002,15677,2024-11-26 22:00:00
00000003,15504,2024-11-26 22:00:00
00000004,16353,2024-11-26 22:00:00
00000005,16195,2024-11-26 22:00:00
00000001,17189,2024-11-26 23:00:00
00000002,16248,2024-11-26 23:00:00
00000003,15808,2024-11-26 23:00:00
00000004,16757,2024-11-26 23:00:00
00000005,16600,2024-11-26 23:00:00
00000001,17643,2024-11-27 01:00:00
00000002,16711,2024-11-27 01:00:00
00000003,16271,2024-11-27 01:00:00
00000004,17246,2024-11-27 01:00:00
00000005,16964,2024-11-27 01:00:00
00000001,18052,2024-11-27 02:00:00
00000002,17176,2024-11-27 02:00:00
00000003,16835,2024-11-27 02:00:00
00000004,17703,2024-11-27 02:00:00
00000005,17225,2024-11-27 02:00:00
00000001,18525,2024-11-27 03:00:00
00000002,17673,2024-11-27 03:00:00
00000003,17037,2024-11-27 03:00:00
00000004,18173,2024-11-27 03:00:00
00000005,17513,2024-11-27 03:00:00
00000001,18860,2024-11-27 04:00:00
00000002,17963,2024-11-27 04:00:00
00000003,17584,2024-11-27 04:00:00
00000004,18768,2024-11-27 04:00:00
00000005,17740,2024-11-27 04:00:00
00000001,19359,2024-11-27 05:00:00
00000002,18268,2024-11-27 05:00:00
00000003,18017,2024-11-27 05:00:00
00000004,19139,2024-11-27 05:00:00
00000005,18024,2024-11-27 05:00:00
00000001,19592,2024-11-27 06:00:00
00000002,18823,2024-11-27 06:00:00
00000003,18428,2024-11-27 06:00:00
00000004,19448,2024-11-27 06:00:00
00000005,18435,2024-11-27 06:00:00
00000001,19857,2024-11-27 07:00:00
00000002,19287,2024-11-27 07:00:00
00000003,18721,2024-11-27 07:00:00
00000004,19685,2024-11-27 07:00:00
00000005,18905,2024-11-27 07:00:00
00000001,20081,2024-11-27 08:00:00
00000002,19740,2024-11-27 08:00:00
00000003,18998,2024-11-27 08:00:00
00000004,19904,2024-11-27 08:00:00
00000005,19115,2024-11-27 08:00:00
00000001,20530,2024-11-27 09:00:00
00000002,20146,2024-11-27 09:00:00
00000003,19479,2024-11-27 09:00:00
00000004,20334,2024-11-27 09:00:00
00000005,19701,2024-11-27 09:00:00
00000001,20845,2024-11-27 10:00:00
00000002,20452,2024-11-27 10:00:00
00000003,19964,2024-11-27 10:00:00
00000004,20805,2024-11-27 10:00:00
00000005,20214,2024-11-27 10:00:00
00000001,21394,2024-11-27 11:00:00
00000002,20895,2024-11-27 11:00:00
00000003,20429,2024-11-27 11:00:00
00000004,21012,2024-11-27 11:00:00
00000005,20796,2024-11-27 11:00:00
00000001,21970,2024-11-27 12:00:00
00000002,21492,2024-11-27 12:00:00
00000003,20845,2024-11-27 12:00:00
00000004,21236,2024-11-27 12:00:00
00000005,21263,2024-11-27 12:00:00
00000001,22362,2024-11-27 13:00:00
00000002,21775,2024-11-27 13:00:00
00000003,21178,2024-11-27 13:00:00
00000004,21515,2024-11-27 13:00:00
00000005,21723,2024-11-27 13:00:00
00000001,22948,2024-11-27 14:00:00
00000002,22346,2024-11-27 14:00:00
00000003,21562,2024-11-27 14:00:00
00000004,21888,2024-11-27 14:00:00
00000005,21997,2024-11-27 14:00:00
00000001,23243,2024-11-27 15:00:00
00000002,22621,2024-11-27 15:00:00
00000003,22147,2024-11-27 15:00:00
00000004,22173,2024-11-27 15:00:00
00000005,22495,2024-11-27 15:00:00
00000001,23556,2024-11-27 16:00:00
00000002,22949,2024-11-27 16:00:00
00000003,22737,2024-11-27 16:00:00
00000004,22665,2024-11-27 16:00:00
00000005,22732,2024-11-27 16:00:00
00000001,24120,2024-11-27 17:00:00
00000002,23282,2024-11-27 17:00:00
00000003,23196,2024-11-27 17:00:00
00000004,23095,2024-11-27 17:00:00
00000005,23276,2024-11-27 17:00:00
00000001,24371,2024-11-27 18:00:00
00000002,23487,2024-11-27 18:00:00
00000003,23729,2024-11-27 18:00:00
00000004,23540,2024-11-27 18:00:00
00000005,23726,2024-11-27 18:00:00
00000001,24883,2024-11-27 19:00:00
00000002,24080,2024-11-27 19:00:00
00000003,24210,2024-11-27 19:00:00
00000004,23989,2024-11-27 19:00:00
00000005,24066,2024-11-27 19:00:00
00000001,25116,2024-11-27 20:00:00
00000002,24288,2024-11-27 20:00:00
00000003,24578,2024-11-27 20:00:00
00000004,24231,2024-11-27 20:00:00
00000005,24435,2024-11-27 20:00:00
00000001,25558,2024-11-27 21:00:00
00000002,24543,2024-11-27 21:00:00
00000003,24897,2024-11-27 21:00:00
00000004,24573,2024-11-27 21:00:00
00000005,24713,2024-11-27 21:00:00
00000001,25945,2024-11-27 22:00:00
00000002,25048,2024-11-27 22:00:00
00000003,25283,2024-11-27 22:00:00
00000004,24834,2024-11-27 22:00:00
00000005,25276,2024-11-27 22:00:00
00000001,26474,2024-11-27 23:00:00
00000002,25446,2024-11-27 23:00:00
00000003,25553,2024-11-27 23:00:00
00000004,25073,2024-11-27 23:00:00
00000005,25797,2024-11-27 23:00:00
00000001,26863,2024-11-28 01:00:00
00000002,25977,2024-11-28 01:00:00
00000003,26081,2024-11-28 01:00:00
00000004,25484,2024-11-28 01:00:00
00000005,26074,2024-11-28 01:00:00
00000001,27077,2024-11-28 02:00:00
00000002,26350,2024-11-28 02:00:00
00000003,26660,2024-11-28 02:00:00
00000004,25958,2024-11-28 02:00:00
00000005,26494,2024-11-28 02:00:00
00000001,27410,2024-11-28 03:00:00
00000002,26950,2024-11-28 03:00:00
00000003,26935,2024-11-28 03:00:00
00000004,26432,2024-11-28 03:00:00
00000005,26829,2024-11-28 03:00:00
00000001,27890,2024-11-28 04:00:00
00000002,27416,2024-11-28 04:00:00
00000003,27461,2024-11-28 04:00:00
00000004,26650,2024-11-28 04:00:00
00000005,27285,2024-11-28 04:00:00
00000001,28153,2024-11-28 05:00:00
00000002,27761,2024-11-28 05:00:00
00000003,27717,2024-11-28 05:00:00
00000004,26886,2024-11-28 05:00:00
00000005,27617,2024-11-28 05:00:00
00000001,28586,2024-11-28 06:00:00
00000002,28191,2024-11-28 06:00:00
00000003,28071,2024-11-28 06:00:00
00000004,27136,2024-11-28 06:00:00
00000005,27840,2024-11-28 06:00:00
00000001,28904,2024-11-28 07:00:00
00000002,28485,2024-11-28 07:00:00
00000003,28643,2024-11-28 07:00:00
00000004,27628,2024-11-28 07:00:00
00000005,28206,2024-11-28 07:00:00
00000001,29269,2024-11-28 08:00:00
00000002,28944,2024-11-28 08:00:00
00000003,28869,2024-11-28 08:00:00
00000004,27985,2024-11-28 08:00:00
00000005,28527,2024-11-28 08:00:00
00000001,29829,2024-11-28 09:00:00
00000002,29467,2024-11-28 09:00:00
00000003,29329,2024-11-28 09:00:00
00000004,28309,2024-11-28 09:00:00
00000005,29080,2024-11-28 09:00:00
00000001,30230,2024-11-28 10:00:00
00000002,29681,2024-11-28 10:00:00
00000003,29765,2024-11-28 10:00:00
00000004,28529,2024-11-28 10:00:00
00000005,29543,2024-11-28 10:00:00
00000001,30602,2024-11-28 11:00:00
00000002,30244,2024-11-28 11:00:00
00000003,30227,2024-11-28 11:00:00
00000004,28759,2024-11-28 11:00:00
00000005,29759,2024-11-28 11:00:00
00000001,30947,2024-11-28 12:00:00
00000002,30477,2024-11-28 12:00:00
00000003,30528,2024-11-28 12:00:00
00000004,29343,2024-11-28 12:00:00
00000005,29959,2024-11-28 12:00:00
00000001,31408,2024-11-28 13:00:00
00000002,30695,2024-11-28 13:00:00
00000003,30904,2024-11-28 13:00:00
00000004,29932,2024-11-28 13:00:00
00000005,30187,2024-11-28 13:00:00
00000001,31928,2024-11-28 14:00:00
00000002,31292,2024-11-28 14:00:00
00000003,31500,2024-11-28 14:00:00
00000004,30432,2024-11-28 14:00:00
00000005,30622,2024-11-28 14:00:00
00000001,32330,2024-11-28 15:00:00
00000002,31794,2024-11-28 15:00:00
00000003,31736,2024-11-28 15:00:00
00000004,30980,2024-11-28 15:00:00
00000005,30863,2024-11-28 15:00:00
00000001,32739,2024-11-28 16:00:00
00000002,32234,2024-11-28 16:00:00
00000003,32250,2024-11-28 16:00:00
00000004,31401,2024-11-28 16:00:00
00000005,31176,2024-11-28 16:00:00
00000001,33287,2024-11-28 17:00:00
00000002,32811,2024-11-28 17:00:00
00000003,32819,2024-11-28 17:00:00
00000004,31734,2024-11-28 17:00:00
00000005,31606,2024-11-28 17:00:00
00000001,33585,2024-11-28 18:00:00
00000002,33281,2024-11-28 18:00:00
00000003,33353,2024-11-28 18:00:00
00000004,31985,2024-11-28 18:00:00
00000005,31909,2024-11-28 18:00:00
00000001,33820,2024-11-28 19:00:00
00000002,33796,2024-11-28 19:00:00
00000003,33567,2024-11-28 19:00:00
00000004,32523,2024-11-28 19:00:00
00000005,32478,2024-11-28 19:00:00
00000001,34413,2024-11-28 20:00:00
00000002,34317,2024-11-28 20:00:00
00000003,33774,2024-11-28 20:00:00
00000004,32785,2024-11-28 20:00:00
00000005,32926,2024-11-28 20:00:00
00000001,34632,2024-11-28 21:00:00
00000002,34687,2024-11-28 21:00:00
00000003,34000,2024-11-28 21:00:00
00000004,33094,2024-11-28 21:00:00
00000005,33159,2024-11-28 21:00:00
00000001,35154,2024-11-28 22:00:00
00000002,34922,2024-11-28 22:00:00
00000003,34303,2024-11-28 22:00:00
00000004,33648,2024-11-28 22:00:00
00000005,33565,2024-11-28 22:00:00
00000001,35688,2024-11-28 23:00:00
00000002,35346,2024-11-28 23:00:00
00000003,34512,2024-11-28 23:00:00
00000004,33875,2024-11-28 23:00:00
00000005,33832,2024-11-28 23:00:00
00000001,36036,2024-11-29 01:00:00
00000002,35662,2024-11-29 01:00:00
00000003,35056,2024-11-29 01:00:00
00000004,34328,2024-11-29 01:00:00
00000005,34298,2024-11-29 01:00:00
00000001,36337,2024-11-29 02:00:00
00000002,36255,2024-11-29 02:00:00
00000003,35291,2024-11-29 02:00:00
00000004,34708,2024-11-29 02:00:00
00000005,34884,2024-11-29 02:00:00
00000001,36563,2024-11-29 03:00:00
00000002,36459,2024-11-29 03:00:00
00000003,35805,2024-11-29 03:00:00
00000004,35096,2024-11-29 03:00:00
00000005,35289,2024-11-29 03:00:00
00000001,37141,2024-11-29 04:00:00
00000002,36885,2024-11-29 04:00:00
00000003,36104,2024-11-29 04:00:00
00000004,35605,2024-11-29 04:00:00
00000005,35870,2024-11-29 04:00:00
00000001,37669,2024-11-29 05:00:00
00000002,37399,2024-11-29 05:00:00
00000003,36466,2024-11-29 05:00:00
00000004,35976,2024-11-29 05:00:00
00000005,36414,2024-11-29 05:00:00
00000001,37945,2024-11-29 06:00:00
00000002,37779,2024-11-29 06:00:00
00000003,36919,2024-11-29 06:00:00
00000004,36318,2024-11-29 06:00:00
00000005,36807,2024-11-29 06:00:00
00000001,38526,2024-11-29 07:00:00
00000002,38194,2024-11-29 07:00:00
00000003,37169,2024-11-29 07:00:00
00000004,36773,2024-11-29 07:00:00
00000005,37364,2024-11-29 07:00:00
00000001,38887,2024-11-29 08:00:00
00000002,38552,2024-11-29 08:00:00
00000003,37664,2024-11-29 08:00:00
00000004,37189,2024-11-29 08:00:00
00000005,37781,2024-11-29 08:00:00
00000001,39396,2024-11-29 09:00:00
00000002,39058,2024-11-29 09:00:00
00000003,38077,2024-11-29 09:00:00
00000004,37505,2024-11-29 09:00:00
00000005,38258,2024-11-29 09:00:00
00000001,39828,2024-11-29 10:00:00
00000002,39258,2024-11-29 10:00:00
00000003,38491,2024-11-29 10:00:00
00000004,37780,2024-11-29 10:00:00
00000005,38597,2024-11-29 10:00:00
00000001,40239,2024-11-29 11:00:00
00000002,39642,2024-11-29 11:00:00
00000003,38969,2024-11-29 11:00:00
00000004,38375,2024-11-29 11:00:00
00000005,38798,2024-11-29 11:00:00
00000001,40569,2024-11-29 12:00:00
00000002,40044,2024-11-29 12:00:00
00000003,39533,2024-11-29 12:00:00
00000004,38690,2024-11-29 12:00:00
00000005,39068,2024-11-29 12:00:00
00000001,40793,2024-11-29 13:00:00
00000002,40258,2024-11-29 13:00:00
00000003,39881,2024-11-29 13:00:00
00000004,39242,2024-11-29 13:00:00
00000005,39363,2024-11-29 13:00:00
00000001,41268,2024-11-29 14:00:00
00000002,40460,2024-11-29 14:00:00
00000003,40090,2024-11-29 14:00:00
00000004,39824,2024-11-29 14:00:00
00000005,39727,2024-11-29 14:00:00
00000001,41520,2024-11-29 15:00:00
00000002,40956,2024-11-29 15:00:00
00000003,40686,2024-11-29 15:00:00
00000004,40191,2024-11-29 15:00:00
00000005,40322,2024-11-29 15:00:00
00000001,41927,2024-11-29 16:00:00
00000002,41520,2024-11-29 16:00:00
00000003,41256,2024-11-29 16:00:00
00000004,40502,2024-11-29 16:00:00
00000005,40553,2024-11-29 16:00:00
00000001,42226,2024-11-29 17:00:00
00000002,42084,2024-11-29 17:00:00
00000003,41660,2024-11-29 17:00:00
00000004,41076,2024-11-29 17:00:00
00000005,40856,2024-11-29 17:00:00
00000001,42441,2024-11-29 18:00:00
00000002,42559,2024-11-29 18:00:00
00000003,42205,2024-11-29 18:00:00
00000004,41508,2024-11-29 18:00:00
00000005,41362,2024-11-29 18:00:00
00000001,42722,2024-11-29 19:00:00
00000002,43053,2024-11-29 19:00:00
00000003,42734,2024-11-29 19:00:00
00000004,42102,2024-11-29 19:00:00
00000005,41674,2024-11-29 19:00:00
00000001,42982,2024-11-29 20:00:00
00000002,43454,2024-11-29 20:00:00
00000003,43261,2024-11-29 20:00:00
00000004,42382,2024-11-29 20:00:00
00000005,42028,2024-11-29 20:00:00
00000001,43410,2024-11-29 21:00:00
00000002,43840,2024-11-29 21:00:00
00000003,43805,2024-11-29 21:00:00
00000004,42675,2024-11-29 21:00:00
00000005,42433,2024-11-29 21:00:00
00000001,43863,2024-11-29 22:00:00
00000002,44309,2024-11-29 22:00:00
00000003,44178,2024-11-29 22:00:00
00000004,42998,2024-11-29 22:00:00
00000005,42785,2024-11-29 22:00:00
00000001,44312,2024-11-29 23:00:00
00000002,44752,2024-11-29 23:00:00
00000003,44637,2024-11-29 23:00:00
00000004,43435,2024-11-29 23:00:00
00000005,43348,2024-11-29 23:00:00
00000001,44671,2024-11-30 01:00:00
00000002,45336,2024-11-30 01:00:00
00000003,44914,2024-11-30 01:00:00
00000004,43931,2024-11-30 01:00:00
00000005,43649,2024-11-30 01:00:00
00000001,44981,2024-11-30 02:00:00
00000002,45852,2024-11-30 02:00:00
00000003,45317,2024-11-30 02:00:00
00000004,44397,2024-11-30 02:00:00
00000005,44120,2024-11-30 02:00:00
00000001,45245,2024-11-30 03:00:00
00000002,46411,2024-11-30 03:00:00
00000003,45648,2024-11-30 03:00:00
00000004,44736,2024-11-30 03:00:00
00000005,44520,2024-11-30 03:00:00
00000001,45714,2024-11-30 04:00:00
00000002,46628,2024-11-30 04:00:00
00000003,46131,2024-11-30 04:00:00
00000004,44977,2024-11-30 04:00:00
00000005,44947,2024-11-30 04:00:00
00000001,45933,2024-11-30 05:00:00
00000002,47011,2024-11-30 05:00:00
00000003,46462,2024-11-30 05:00:00
00000004,45547,2024-11-30 05:00:00
00000005,45378,2024-11-30 05:00:00
00000001,46179,2024-11-30 06:00:00
00000002,47289,2024-11-30 06:00:00
00000003,46866,2024-11-30 06:00:00
00000004,45902,2024-11-30 06:00:00
00000005,45877,2024-11-30 06:00:00
00000001,46631,2024-11-30 07:00:00
00000002,47719,2024-11-30 07:00:00
00000003,47465,2024-11-30 07:00:00
00000004,46307,2024-11-30 07:00:00
00000005,46409,2024-11-30 07:00:00
00000001,46997,2024-11-30 08:00:00
00000002,48086,2024-11-30 08:00:00
00000003,47940,2024-11-30 08:00:00
00000004,46644,2024-11-30 08:00:00
00000005,46913,2024-11-30 08:00:00
00000001,47283,2024-11-30 09:00:00
00000002,48576,2024-11-30 09:00:00
00000003,48250,2024-11-30 09:00:00
00000004,47075,2024-11-30 09:00:00
00000005,47355,2024-11-30 09:00:00
00000001,47589,2024-11-30 10:00:00
00000002,48917,2024-11-30 10:00:00
00000003,48710,2024-11-30 10:00:00
00000004,47463,2024-11-30 10:00:00
00000005,47653,2024-11-30 10:00:00
00000001,47987,2024-11-30 11:00:00
00000002,49257,2024-11-30 11:00:00
00000003,49287,2024-11-30 11:00:00
00000004,47882,2024-11-30 11:00:00
00000005,48059,2024-11-30 11:00:00
00000001,48312,2024-11-30 12:00:00
00000002,49688,2024-11-30 12:00:00
00000003,49619,2024-11-30 12:00:00
00000004,48192,2024-11-30 12:00:00
00000005,48557,2024-11-30 12:00:00
00000001,48670,2024-11-30 13:00:00
00000002,50073,2024-11-30 13:00:00
00000003,49842,2024-11-30 13:00:00
00000004,48467,2024-11-30 13:00:00
00000005,49024,2024-11-30 13:00:00
00000001,49139,2024-11-30 14:00:00
00000002,50460,2024-11-30 14:00:00
00000003,50125,2024-11-30 14:00:00
00000004,48965,2024-11-30 14:00:00
00000005,49607,2024-11-30 14:00:00
00000001,49605,2024-11-30 15:00:00
00000002,50793,2024-11-30 15:00:00
00000003,50379,2024-11-30 15:00:00
00000004,49563,2024-11-30 15:00:00
00000005,50143,2024-11-30 15:00:00
00000001,50138,2024-11-30 16:00:00
00000002,51387,2024-11-30 16:00:00
00000003,50969,2024-11-30 16:00:00
00000004,49802,2024-11-30 16:00:00
00000005,50565,2024-11-30 16:00:00
00000001,50527,2024-11-30 17:00:00
00000002,51774,2024-11-30 17:00:00
00000003,51307,2024-11-30 17:00:00
00000004,50208,2024-11-30 17:00:00
00000005,50794,2024-11-30 17:00:00
00000001,51054,2024-11-30 18:00:00
00000002,52003,2024-11-30 18:00:00
00000003,51863,2024-11-30 18:00:00
00000004,50757,2024-11-30 18:00:00
00000005,51075,2024-11-30 18:00:00
00000001,51628,2024-11-30 19:00:00
00000002,52569,2024-11-30 19:00:00
00000003,52377,2024-11-30 19:00:00
00000004,51061,2024-11-30 19:00:00
00000005,51360,2024-11-30 19:00:00
00000001,52049,2024-11-30 20:00:00
00000002,53113,2024-11-30 20:00:00
00000003,52770,2024-11-30 20:00:00
00000004,51279,2024-11-30 20:00:00
00000005,51657,2024-11-30 20:00:00
00000001,52579,2024-11-30 21:00:00
00000002,53623,2024-11-30 21:00:00
00000003,53170,2024-11-30 21:00:00
00000004,51571,2024-11-30 21:00:00
00000005,52253,2024-11-30 21:00:00
00000001,52920,2024-11-30 22:00:00
00000002,54165,2024-11-30 22:00:00
00000003,53689,2024-11-30 22:00:00
00000004,51827,2024-11-30 22:00:00
00000005,52675,2024-11-30 22:00:00
00000001,53485,2024-11-30 23:00:00
00000002,54762,2024-11-30 23:00:00
00000003,54180,2024-11-30 23:00:00
00000004,52066,2024-11-30 23:00:00
00000005,53005,2024-11-30 23:00:00
00000001,53977,2024-12-01 01:00:00
00000002,55234,2024-12-01 01:00:00
00000003,54525,2024-12-01 01:00:00
00000004,52463,2024-12-01 01:00:00
00000005,53453,2024-12-01 01:00:00
00000001,54419,2024-12-01 02:00:00
00000002,55811,2024-12-01 02:00:00
00000003,55104,2024-12-01 02:00:00
00000004,52796,2024-12-01 02:00:00
00000005,53924,2024-12-01 02:00:00
00000001,54987,2024-12-01 03:00:00
00000002,56210,2024-12-01 03:00:00
00000003,55325,2024-12-01 03:00:00
00000004,53195,2024-12-01 03:00:00
00000005,54265,2024-12-01 03:00:00
00000001,55581,2024-12-01 04:00:00
00000002,56745,2024-12-01 04:00:00
00000003,55815,2024-12-01 04:00:00
00000004,53426,2024-12-01 04:00:00
00000005,54591,2024-12-01 04:00:00
00000001,56109,2024-12-01 05:00:00
00000002,57318,2024-12-01 05:00:00
00000003,56082,2024-12-01 05:00:00
00000004,54019,2024-12-01 05:00:00
00000005,54994,2024-12-01 05:00:00
00000001,56339,2024-12-01 06:00:00
00000002,57836,2024-12-01 06:00:00
00000003,56331,2024-12-01 06:00:00
00000004,54386,2024-12-01 06:00:00
00000005,55246,2024-12-01 06:00:00
